doc_id,text,true_topic,y_outcome,lda_topic,lda_topic_prob
1,method party method polling effects swing vote vote theory theory polling district election incumbent model model party party vote effects results election estimate candidate election campaign theory election district campaign incumbent turnout incumbent estimate candidate candidate party district data effects debate polling ballot research analysis ballot study debate,elections,0.4571846983497194,5,0.9829405202889929
2,model polling ballot primary observed study primary election ballot primary election evidence incumbent method effects polling data polling primary party election estimate candidate coalition turnout swing incumbent estimate election theory primary debate polling theory candidate election method ballot debate research ballot coalition party candidate vote estimate coalition swing swing party study turnout incumbent,elections,1.498672723291793,5,0.9845062666956658
3,coalition model primary model swing ballot election data party polling observed election ballot candidate election candidate swing data primary swing coalition analysis swing campaign effects coalition party results district swing primary data district swing estimate campaign research swing model turnout analysis primary candidate study observed candidate ballot ballot debate effects estimate primary ballot party,elections,1.141489249025996,5,0.9847982562486224
4,election polling polling district turnout coalition observed coalition district swing debate election vote turnout vote theory model candidate district campaign election polling incumbent results swing party debate campaign research party district turnout evidence vote party study campaign ballot election ballot turnout debate election turnout vote analysis district model incumbent evidence ballot candidate data,elections,0.246852643040954,5,0.984544390819733
5,vote method election research study incumbent primary study election election observed ballot evidence research swing primary swing estimate vote primary primary study election party primary incumbent district ballot turnout campaign theory effects incumbent party debate candidate estimate vote theory data swing coalition incumbent party data campaign swing candidate observed turnout evidence swing primary evidence incumbent ballot incumbent candidate debate,elections,0.7106998740157318,5,0.9860582270951078
6,analysis ballot coalition method effects results coalition polling debate district incumbent party swing turnout swing turnout campaign election candidate district ballot swing debate evidence party coalition turnout election method model evidence vote debate district study party campaign debate swing effects observed coalition effects election election estimate evidence data election coalition theory debate ballot coalition turnout incumbent,elections,1.8257182685485756,5,0.9853426806104221
7,model polling ballot district estimate debate incumbent polling turnout estimate estimate incumbent turnout debate vote coalition research election candidate party theory debate candidate debate polling incumbent district vote party study ballot election ballot district results vote effects district ballot debate swing theory election district candidate evidence debate election model campaign debate observed incumbent,elections,-0.21333962169653709,5,0.9845331406091559
8,party study district ballot study swing method coalition analysis theory debate swing effects district coalition model ballot ballot turnout theory swing swing district swing party turnout campaign district model district polling turnout incumbent polling incumbent estimate vote effects research candidate election research candidate candidate candidate estimate analysis candidate candidate candidate results model campaign results incumbent candidate candidate debate method swing election candidate,elections,0.7855436855719113,5,0.9867318663865151
9,analysis election turnout research incumbent method analysis campaign polling coalition party incumbent data candidate primary campaign primary vote data coalition polling debate primary incumbent effects coalition incumbent analysis study analysis turnout swing data vote party campaign primary candidate data debate results district campaign coalition primary turnout evidence primary primary turnout party,elections,1.6329681293527671,5,0.9839234179216481
10,ballot debate swing estimate ballot ballot election campaign ballot candidate district results debate debate turnout effects party study research vote coalition vote debate debate estimate district candidate turnout evidence campaign coalition results debate observed polling coalition district campaign research coalition campaign effects primary election election analysis candidate primary turnout ballot debate primary debate results,elections,0.5666297988674491,5,0.9848179199521279
11,analysis candidate debate turnout ballot primary incumbent turnout district turnout turnout candidate election district polling observed analysis estimate vote study vote effects primary observed incumbent district model primary district primary ballot party effects turnout ballot ballot debate incumbent primary incumbent ballot debate results campaign data turnout method candidate election incumbent party incumbent effects incumbent,elections,0.6605569241889728,5,0.9848041596047982
12,ballot data debate model study swing analysis primary campaign polling party ballot party estimate campaign coalition vote study district vote district election campaign primary turnout vote theory debate party debate observed incumbent vote turnout candidate analysis campaign estimate candidate effects ballot campaign,elections,0.9526455155315544,5,0.9805750978760448
13,district coalition party vote vote party vote incumbent incumbent polling polling primary research turnout data study polling coalition district district estimate polling candidate coalition ballot model model observed primary incumbent effects candidate party method district district polling vote election candidate vote evidence coalition observed coalition district party debate district coalition incumbent debate incumbent analysis data polling campaign,elections,1.745694813062144,5,0.9855995331468833
14,analysis primary observed turnout theory theory coalition district turnout research incumbent coalition swing district primary election evidence method district primary debate estimate research coalition ballot primary swing analysis turnout district turnout party evidence party district election vote polling results ballot incumbent results swing data polling vote turnout polling estimate theory polling turnout swing ballot polling polling campaign party effects method swing,elections,0.6805490016576745,5,0.9865111516673128
15,research polling polling method polling campaign campaign campaign candidate model ballot effects campaign primary polling turnout method campaign analysis debate analysis polling candidate primary election polling results coalition vote data effects method incumbent election party coalition polling primary election party coalition election study data method study coalition primary model,elections,0.7780090201769673,5,0.9832749726737559
16,debate vote estimate theory turnout effects district candidate model polling candidate primary coalition method evidence evidence candidate study estimate debate debate party vote vote study election swing election analysis vote campaign turnout party effects party swing vote polling party study turnout election campaign debate polling research,elections,0.7828243621907414,5,0.9822222248134254
17,party observed observed vote coalition turnout candidate election polling polling observed campaign effects primary district theory turnout polling incumbent vote ballot incumbent data analysis candidate ballot party incumbent research party ballot party coalition primary candidate party evidence debate data candidate coalition incumbent evidence method data election party theory observed election polling campaign incumbent candidate incumbent,elections,2.1029650413627277,5,0.9850823503554216
18,estimate polling election debate turnout polling party study primary ballot research study model polling swing vote method party swing campaign ballot coalition observed coalition primary election swing results polling turnout swing turnout turnout study theory results polling research election campaign debate turnout vote vote district effects incumbent model effects election campaign party estimate election turnout swing district incumbent incumbent,elections,2.093393044486893,5,0.9860703678698228
19,debate party party research primary coalition election candidate election debate estimate coalition data party results swing primary incumbent party data primary incumbent analysis evidence evidence incumbent incumbent debate observed ballot campaign observed incumbent candidate debate campaign ballot candidate candidate estimate effects campaign study primary district district turnout polling evidence incumbent primary primary,elections,1.5020269489394384,5,0.9842266200834711
20,swing analysis campaign method polling debate turnout method vote research incumbent vote effects observed incumbent party study effects analysis campaign effects results primary debate study vote vote theory candidate district study ballot district method analysis theory vote effects campaign turnout polling incumbent incumbent party party vote vote theory vote evidence,elections,1.193093199587428,5,0.9836065845236386
21,incumbent polling coalition campaign party primary model estimate candidate party debate estimate ballot data results theory election campaign debate swing election debate campaign swing effects study results vote research swing turnout vote observed primary district candidate study district effects incumbent vote campaign model results analysis analysis polling campaign observed,elections,1.3686842879481211,5,0.9832821706025537
22,results data campaign primary swing primary debate ballot district incumbent coalition debate candidate campaign data party incumbent swing polling swing research research polling coalition candidate election observed debate district turnout coalition district observed evidence swing results swing swing primary primary election incumbent observed vote swing ballot incumbent,elections,1.7453660140753995,5,0.982583488238139
23,data turnout swing coalition district observed debate party incumbent party candidate election election incumbent incumbent campaign vote vote district coalition candidate vote analysis study analysis polling district debate district estimate estimate debate swing polling incumbent coalition estimate party campaign swing evidence district swing candidate election effects ballot observed vote swing party polling swing,elections,0.5320830657988043,5,0.9845288606913226
24,model swing data candidate evidence evidence incumbent polling estimate study campaign evidence incumbent district data evidence coalition debate polling debate ballot observed party election candidate debate vote candidate district coalition ballot candidate party vote campaign research coalition polling candidate campaign district coalition election election candidate candidate party district research debate ballot polling candidate incumbent vote turnout evidence,elections,1.5879145223910518,5,0.9856075896968001
25,effects polling election campaign observed research ballot incumbent polling ballot coalition vote primary analysis debate results vote polling effects party evidence turnout vote estimate incumbent ballot ballot district debate debate incumbent district evidence analysis incumbent debate district ballot vote data evidence method party ballot research vote evidence polling observed incumbent swing coalition turnout method analysis ballot analysis coalition study,elections,0.3730596661254938,5,0.9860718684943376
26,swing election coalition election turnout ballot swing election method debate vote research election results party debate method incumbent incumbent election incumbent debate campaign vote effects estimate method analysis ballot district swing candidate election polling election model results candidate election swing turnout swing coalition observed ballot polling vote campaign ballot data effects,elections,0.6811242487732949,5,0.9839273713447231
27,analysis evidence data debate coalition study coalition analysis polling party election turnout ballot turnout election district district candidate debate primary district research estimate swing incumbent debate coalition party election effects analysis turnout coalition vote method coalition election method campaign evidence campaign polling analysis data model incumbent turnout candidate vote coalition ballot evidence observed candidate analysis election method evidence,elections,1.4535525979001507,5,0.9858362457613856
28,study turnout vote observed district election turnout model polling results election candidate model vote study estimate effects swing turnout polling turnout turnout study party campaign effects analysis observed incumbent incumbent ballot results election analysis results research polling primary data debate research turnout primary ballot party candidate primary party model swing election candidate ballot coalition swing incumbent incumbent coalition campaign,elections,0.28565964988701553,5,0.9860720520648865
29,evidence candidate coalition swing turnout turnout district election results primary incumbent coalition debate polling election vote swing turnout vote swing primary election turnout district theory party campaign candidate results debate estimate incumbent observed results theory polling debate turnout observed effects incumbent election incumbent election vote debate,elections,0.9299656399056669,5,0.9822268967302115
30,party polling campaign campaign study campaign primary theory theory election candidate debate study coalition campaign estimate district estimate candidate primary primary method ballot candidate observed primary ballot estimate turnout turnout research campaign turnout data data campaign analysis model data results polling coalition district incumbent evidence district candidate incumbent effects party election ballot results,elections,0.5691225520701573,5,0.984515462326502
31,primary ballot coalition evidence ballot model results polling data district vote turnout vote swing candidate data district model election method candidate analysis incumbent district incumbent observed polling observed effects district turnout vote district results turnout candidate primary polling party election swing district coalition party district party ballot primary candidate polling turnout estimate data data observed effects evidence swing primary study election data vote coalition,elections,0.8721903147347015,5,0.9871432258697149
32,vote vote analysis campaign party results turnout party candidate ballot coalition candidate analysis turnout swing debate analysis method theory primary observed theory party election election polling analysis vote district study incumbent turnout district method turnout turnout ballot coalition turnout vote vote polling polling primary coalition results ballot incumbent turnout party incumbent party study effects district study swing ballot results primary coalition,elections,-0.3992945527303622,5,0.9865254330828805
33,candidate polling data evidence campaign district polling candidate vote coalition primary research district party ballot polling vote turnout results analysis party data coalition coalition estimate estimate candidate campaign swing debate candidate evidence debate coalition observed debate study swing district district ballot ballot ballot research party ballot model data vote party ballot ballot effects method,elections,0.11423344774507649,5,0.984812096904579
34,campaign coalition polling model incumbent incumbent method swing debate swing coalition research swing election polling debate primary theory primary campaign study district polling district party incumbent primary results evidence election vote polling data swing coalition debate ballot ballot campaign polling primary district turnout candidate results effects swing campaign,elections,0.6500613827010413,5,0.982942377533376
35,swing party effects polling swing method debate turnout district election candidate campaign observed polling coalition theory polling party debate observed campaign evidence party party evidence evidence ballot vote turnout method candidate primary evidence ballot candidate turnout district ballot turnout incumbent vote election model incumbent coalition debate candidate election turnout ballot primary analysis vote,elections,1.4637312158792912,5,0.9845322310157218
36,primary estimate theory polling study model polling vote vote party observed election campaign primary debate method campaign method district vote results candidate research campaign evidence ballot estimate debate district effects debate data vote incumbent election debate data debate coalition turnout turnout method method observed party turnout ballot election election method theory swing,elections,0.913182158604892,5,0.9842168268921013
37,turnout theory ballot observed ballot swing observed swing turnout vote campaign election debate debate theory candidate election candidate incumbent candidate candidate debate primary campaign debate observed data observed district primary turnout coalition campaign primary incumbent turnout incumbent coalition district district ballot data study incumbent incumbent polling vote incumbent analysis model primary candidate observed,elections,1.0014229579484055,5,0.984529901646113
38,incumbent turnout model candidate primary effects campaign election debate estimate swing method primary swing district district coalition district polling model coalition turnout party swing campaign coalition turnout swing district estimate method research campaign party election district primary data district analysis model primary turnout election model analysis results data,elections,1.3441113555511426,5,0.9829285447812538
39,method ballot coalition election results data swing ballot theory ballot party effects model district turnout vote turnout vote theory vote candidate model candidate primary incumbent effects district district analysis candidate analysis ballot primary election turnout district model swing ballot effects data estimate turnout incumbent incumbent data turnout,elections,0.560231828495474,5,0.9825859245469867
40,estimate ballot incumbent ballot turnout analysis swing turnout incumbent swing estimate evidence district results theory observed swing district coalition incumbent polling analysis method data candidate district incumbent effects turnout theory data candidate research polling incumbent polling incumbent campaign estimate party turnout study incumbent research turnout district results district swing debate polling debate analysis ballot debate coalition party,elections,1.1418136619036454,5,0.9855816236395984
41,incumbent primary vote turnout incumbent turnout primary research campaign effects results election turnout primary election swing campaign turnout election coalition election model primary research debate ballot vote party turnout polling evidence district candidate ballot election evidence data polling turnout candidate estimate ballot primary party observed election incumbent campaign district swing analysis coalition ballot vote data swing district evidence theory,elections,0.5973167409671921,5,0.9860735451878447
42,turnout effects incumbent results ballot turnout district ballot debate results coalition debate results research theory candidate results primary estimate district ballot polling election method swing debate district party coalition campaign model swing estimate evidence primary swing campaign method polling party incumbent results observed polling turnout vote district candidate coalition election research data,elections,0.1361652529396964,5,0.9842260497490934
43,results data observed coalition swing ballot vote candidate observed theory observed campaign election campaign district district coalition research district polling election analysis swing turnout ballot primary estimate district observed party evidence results district debate study data coalition primary candidate incumbent debate model polling incumbent swing,elections,0.8045501031224496,5,0.9818328942811644
44,district primary election swing evidence candidate election observed ballot effects swing research vote election study election analysis observed study primary coalition analysis campaign coalition election ballot coalition turnout estimate swing research incumbent incumbent analysis swing debate district study election primary model research debate debate ballot turnout effects primary election ballot theory vote party debate theory data study incumbent,elections,1.2869029312025289,5,0.9858313207950862
45,coalition candidate theory swing election swing swing estimate coalition theory election primary district vote campaign turnout polling turnout coalition model study data observed primary primary ballot research candidate evidence estimate election method party district method election vote model district evidence debate swing turnout district swing study results estimate coalition swing research research candidate vote estimate,elections,1.1692945254999008,5,0.9850576361442772
46,research vote study ballot turnout study turnout estimate ballot data model vote research vote party turnout model campaign effects vote incumbent swing swing method campaign theory swing debate turnout debate ballot analysis effects effects ballot research swing candidate observed campaign debate election method incumbent swing primary district evidence analysis,elections,0.9940847527605902,5,0.9832763056740577
47,incumbent polling method swing election turnout swing coalition turnout data incumbent method debate incumbent method party district vote party estimate research ballot coalition coalition data vote estimate ballot evidence debate incumbent observed effects coalition party turnout party estimate incumbent model incumbent swing election evidence method,elections,2.196182632968863,5,0.9818071197486099
48,incumbent district coalition method observed ballot research ballot primary swing party coalition polling vote ballot party party polling results election estimate method party polling debate election estimate theory data debate swing ballot effects turnout analysis candidate candidate coalition primary results effects election election campaign results model campaign candidate primary campaign election swing candidate election ballot ballot,elections,1.2064560801543893,5,0.9853366668020201
49,evidence study research campaign candidate incumbent evidence incumbent party turnout election primary incumbent party data model vote election coalition effects district coalition debate debate campaign campaign vote swing results district research turnout district analysis analysis election turnout theory election results party estimate vote district turnout results data observed swing,elections,1.4893680029686733,5,0.9832913913235811
